provider_key,fornitore,commodity,codice_offerta,nome_offerta,tipo_prezzo,data_inizio,data_fine,url_offerta,prezzi_variabili,quote_fisse_annue,prezzo_calcolo,quota_fissa_calcolo,utilizzabile_calcolatore,fonte
"3energia","3energia","luce","025665ESVFL02XX3N0POE0AU02025027","ALTRI USI EE","variabile","01/11/2025_00:00:00","31/10/2027_23:59:59","https://www.3energia.it","","200","","200","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"3energia","3energia","luce","025665ESVFL02XX3N0POE0DO03025027","DOMESTICI EE","variabile","19/05/2026_00:00:00","31/10/2027_23:59:59","https://www.3energia.it/3-energia-casa-luce-flex/","","200","","200","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"3zinnen-energy","3zinnen Energy","luce","000640ESVOL01XXDZEALTBT000000001","3 Zinnen Energy Business","variabile","15/05/2026_14:42:00","31/12/2027_23:59:59","https://www.3zinnen-energy.it/it/offerta-business","0.009","113.09","0.009","113.09","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"3zinnen-energy","3zinnen Energy","luce","000640ESVFL01XXDZEDOMML000000001","3 Zinnen Energy Privat","variabile","15/05/2026_14:57:00","31/12/2027_23:59:59","https://www.3zinnen-energy.it/it/offerta-privati","","71.2311","","71.2311","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX26UF0BZAU0REL00X1","4G DIRETTO GAS BUSINESS ALTRI USI INDEX RELAX X1","variabile","01/02/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/","0.14","168","0.14","168","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX27UF0BZAU0REL00X1","4G DIRETTO GAS BUSINESS ALTRI USI INDEX RELAX X1","variabile","01/04/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/offerte/","0.14","168","0.14","168","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX26UF0COTD0REL00X1","4G DIRETTO GAS CONSUMER CASA INDEX RELAX X1","variabile","01/02/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/","0.21","132","0.21","132","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX27UF0COTD0REL00X1","4G DIRETTO GAS CONSUMER CASA INDEX RELAX X1","variabile","01/04/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/offerte/","0.21","132","0.21","132","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX26UF0COTD0REL00X2","4G DIRETTO GAS CONSUMER CASA INDEX RELAX X2","variabile","01/02/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/","0.23","132","0.23","132","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX27UF0COTD0REL00X2","4G DIRETTO GAS CONSUMER CASA INDEX RELAX X2","variabile","01/04/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/offerte/","0.23","132","0.23","132","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX23_DOM_RIN_GBP___","4G GOLD BP GAS CASA 23","variabile","01/11/2023_00:01:00","31/01/2027_23:59:00","https://www.4genergia.it","0.15","42","0.15","42","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX23_USI_RIN_GBP___","4G GOLD BP GAS IMPRESA 23","variabile","01/11/2023_00:01:00","31/01/2027_23:59:00","https://www.4genergia.it","0.15","42","0.15","42","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX23_DOM_RIN_GSDD__","4G GOLD SDD GAS CASA 23","variabile","01/11/2023_00:01:00","31/01/2027_23:59:00","https://www.4genergia.it","0.15","42","0.15","42","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX23_USI_RIN_GSDD__","4G GOLD SDD GAS IMPRESA 23","variabile","01/11/2023_00:01:00","31/01/2027_23:59:00","https://www.4genergia.it","0.15","42","0.15","42","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX26RT0BZAU0REL00X1","4G RETE GAS BUSINESS ALTRI USI INDEX RELAX X1","variabile","01/02/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/","0.14","168","0.14","168","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX27RT0BZAU0REL00X1","4G RETE GAS BUSINESS ALTRI USI INDEX RELAX X1","variabile","01/04/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/offerte/","0.14","168","0.14","168","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX26RT0COTD0REL00X1","4G RETE GAS CONSUMER CASA INDEX RELAX X1","variabile","01/02/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/","0.21","150","0.21","150","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX27RT0COTD0REL00X1","4G RETE GAS CONSUMER CASA INDEX RELAX X1","variabile","01/04/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/offerte/","0.21","150","0.21","150","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX26RT0COTD0REL00X2","4G RETE GAS CONSUMER CASA INDEX RELAX X2","variabile","01/02/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/","0.23","150","0.23","150","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX27RT0COTD0REL00X2","4G RETE GAS CONSUMER CASA INDEX RELAX X2","variabile","01/04/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/offerte/","0.23","150","0.23","150","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX23_USI_PSV_RETURN","COMEBACK GAS BIZ","variabile","01/11/2023_00:01:00","31/01/2027_23:59:00","https://www.4genergia.it","0.15","42","0.15","42","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX23_DOM_PSV_RETURN","COMEBACK GAS CASA","variabile","01/11/2023_00:01:00","31/01/2027_23:59:00","https://www.4genergia.it","0.15","42","0.15","42","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX23_USI_STD_SDD___","EASY GAS BIZ","variabile","01/11/2023_00:01:00","31/01/2027_23:59:00","https://www.4genergia.it","0.15","42","0.15","42","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX23_DOM_STD_SDD___","EASY GAS CASA","variabile","01/11/2023_00:01:00","31/01/2027_23:59:00","https://www.4genergia.it","0.15","42","0.15","42","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX23_USI_STD_______","WELCOME GAS BIZ","variabile","01/11/2023_00:01:00","31/01/2027_23:59:00","https://www.4genergia.it","0.15","42","0.15","42","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","gas","023827GSVML01XX23_DOM_STD_______","WELCOME GAS CASA","variabile","01/11/2023_00:01:00","31/01/2027_23:59:00","https://www.4genergia.it","0.15","42","0.15","42","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","luce","023827ESFML01XX26UF0BZAU0REL00X1","4G DIRETTO LUCE BUSINESS ALTRI USI FIX RELAX X1","fisso","20/06/2026_00:00:00","19/07/2026_23:59:59","https://www.4genergia.it","0.17545","204","0.17545","204","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","luce","023827ESVFL01XX26UF0BZAU0REL00X1","4G DIRETTO LUCE BUSINESS ALTRI USI INDEX RELAX X1","variabile","01/02/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/","0.011385|0.0165","180","","180","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","luce","023827ESVFL01XX27UF0BZAU0REL00X1","4G DIRETTO LUCE BUSINESS ALTRI USI INDEX RELAX X1","variabile","01/04/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/offerte/","0.011385|0.0165","180","","180","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","luce","023827ESFML01XX26UF0COTD0REL00X1","4G DIRETTO LUCE CONSUMER CASA FIX RELAX X1","fisso","20/06/2026_00:00:00","19/07/2026_23:59:59","https://www.4genergia.it","0.165","156","0.165","156","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","luce","023827ESVFL01XX26UF0COTD0REL00X1","4G DIRETTO LUCE CONSUMER CASA INDEX RELAX X1","variabile","01/02/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/","0.011385|0.022","132","","132","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","luce","023827ESVFL01XX27UF0COTD0REL00X1","4G DIRETTO LUCE CONSUMER CASA INDEX RELAX X1","variabile","01/04/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/offerte/","0.022","132","0.022","132","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","luce","023827ESVFL01XX26UF0COTD0REL00X2","4G DIRETTO LUCE CONSUMER CASA INDEX RELAX X2","variabile","01/02/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/","0.011385|0.0253","132","","132","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","luce","023827ESVFL01XX27UF0COTD0REL00X2","4G DIRETTO LUCE CONSUMER CASA INDEX RELAX X2","variabile","01/04/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/offerte/","0.0253","132","0.0253","132","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","luce","023827ESVFL01XX26RT0BZAU0REL00X1","4G RETE LUCE BUSINESS ALTRI USI INDEX RELAX X1","variabile","01/02/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/xxx","0.011385|0.0209","204","","204","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","luce","023827ESVFL01XX26RT0COTD0REL00X1","4G RETE LUCE CONSUMER CASA INDEX RELAX X1","variabile","01/02/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/","0.011385|0.0253","150","","150","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","luce","023827ESVFL01XX27RT0COTD0REL00X1","4G RETE LUCE CONSUMER CASA INDEX RELAX X1","variabile","01/04/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/offerte/","0.0253","150","0.0253","150","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","luce","023827ESVFL01XX26RT0COTD0REL00X2","4G RETE LUCE CONSUMER CASA INDEX RELAX X2","variabile","01/02/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/","0.011385|0.0286","150","","150","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","luce","023827ESVFL01XX27RT0COTD0REL00X2","4G RETE LUCE CONSUMER CASA INDEX RELAX X2","variabile","01/04/2026_00:00:00","31/01/2027_23:59:59","https://www.4genergia.it/offerte/","0.0286","150","0.0286","150","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","luce","023827ESVFL01XX23_BTA_RETURN____","COMEBACK EE BIZ","variabile","01/11/2023_00:01:00","31/01/2027_23:59:00","https://www.4genergia.it","0.018","153","0.018","153","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","luce","023827ESVFL01XX23_BTA_RETURN_SDD","COMEBACK EE BIZ FULL","variabile","01/11/2023_00:01:00","31/01/2027_23:59:00","https://www.4genergia.it","0.018","153","0.018","153","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","luce","023827ESVFL01XX23_TDE_RETURN____","COMEBACK EE CASA","variabile","01/11/2023_00:01:00","31/01/2027_23:59:00","https://www.4genergia.it","0.018","117","0.018","117","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"4genergia","4genergia","luce","023827ESVFL01XX23_TDE_RETURN_SDD","COMEBACK EE CASA FULL","variabile","01/11/2023_00:01:00","31/01/2027_23:59:00","https://www.4genergia.it","0.018","117","0.018","117","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"a2a","A2A Energia","gas","000294GSFML01XXA2AFullD260632228","A2A Full Gas","fisso","15/06/2026_00:00:00","06/07/2026_23:59:59","https://casa.a2aenergia.eu/a2a-full","0.49","135","0.49","135","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"a2a","A2A Energia","gas","000294GSFML01XXA2AStart260632226","A2A Start Gas","fisso","15/06/2026_00:00:00","06/07/2026_23:59:59","https://casa.a2aenergia.eu/a2a-start","0.49","114","0.49","114","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"a2a","A2A Energia","luce","000294ESFFL01XXA2AFullD260632218","A2A Full Luce","fisso","15/06/2026_00:00:00","06/07/2026_23:59:59","https://casa.a2aenergia.eu/a2a-full","0.1421|0.1376","135","","135","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"a2a","A2A Energia","luce","000294ESFFL01XXA2AFullD260632227","A2A Full Luce","fisso","15/06/2026_00:00:00","06/07/2026_23:59:59","https://casa.a2aenergia.eu/a2a-full","0.1421|0.1376","135","","135","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"a2a","A2A Energia","luce","000294ESFML01XXA2AFullD260632218","A2A Full Luce","fisso","15/06/2026_00:00:00","06/07/2026_23:59:59","https://casa.a2aenergia.eu/a2a-full","0.139","135","0.139","135","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"a2a","A2A Energia","luce","000294ESFML01XXA2AFullD260632227","A2A Full Luce","fisso","15/06/2026_00:00:00","06/07/2026_23:59:59","https://casa.a2aenergia.eu/a2a-full","0.139","135","0.139","135","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"a2a","A2A Energia","luce","000294ESFFL01XXA2AStart260632217","A2A Start Luce","fisso","15/06/2026_00:00:00","06/07/2026_23:59:59","https://casa.a2aenergia.eu/a2a-start","0.1421|0.1376","114","","114","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"a2a","A2A Energia","luce","000294ESFFL01XXA2AStart260632225","A2A Start Luce","fisso","15/06/2026_00:00:00","06/07/2026_23:59:59","https://casa.a2aenergia.eu/a2a-start","0.1421|0.1376","114","","114","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"a2a","A2A Energia","luce","000294ESFML01XXA2AStart260632217","A2A Start Luce","fisso","15/06/2026_00:00:00","06/07/2026_23:59:59","https://casa.a2aenergia.eu/a2a-start","0.139","114","0.139","114","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"a2a","A2A Energia","luce","000294ESFML01XXA2AStart260632225","A2A Start Luce","fisso","15/06/2026_00:00:00","06/07/2026_23:59:59","https://casa.a2aenergia.eu/a2a-start","0.139","114","0.139","114","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abacoenergia","Abacoenergia","gas","027132GSVML00XX000000000PSV01518","Business GAS","variabile","08/04/2025_00:00:00","31/12/2026_23:59:59","https://www.abacoenergia.it","0.15","300","0.15","300","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abacoenergia","Abacoenergia","gas","027132GSVML00XXPSV012150BSpecial","Business Special GAS","variabile","08/04/2025_00:00:00","31/12/2026_23:59:59","https://www.abacoenergia.it","0.12","180","0.12","180","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abacoenergia","Abacoenergia","gas","027132GSVML01XX00001DCASA001XXVI","Dinamico CASA 01XXVI","variabile","08/01/2026_00:00:00","31/12/2026_23:59:59","https://abacoenergia.it","0.12","96","0.12","96","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abacoenergia","Abacoenergia","gas","027132GSVML01XX3DCASAconvGrGALLO","Dinamico CASA Gruppo GALLO 01XXVI","variabile","08/01/2026_00:00:00","31/12/2026_23:59:59","https://abacoenergia.it","0.075","78","0.075","78","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abacoenergia","Abacoenergia","gas","027132GSVML01XXSpeciDCASA001XXVI","Dinamico CASA Special 01XXVI","variabile","08/01/2026_00:00:00","31/12/2026_23:59:59","https://abacoenergia.it","0.08","84","0.08","84","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abacoenergia","Abacoenergia","gas","027132GSFML00XXFocusCASAg2401XVI","Focus CASA Gas 2401XXVI","fisso","24/04/2026_00:00:00","15/07/2026_23:59:59","https://www.abacoenergia.it/offerta/","0.485","96","0.485","96","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abacoenergia","Abacoenergia","gas","027132GSVML00XX000000000PSV00907","micro Business Gas Special","variabile","08/01/2026_00:00:00","31/12/2026_23:59:59","https://abacoenergia.it","0.09","84","0.09","84","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abacoenergia","Abacoenergia","gas","027132GSVML00XX000000000PSV00809","small Business Gas Special","variabile","08/01/2026_00:00:00","31/12/2026_23:59:59","https://abacoenergia.it","0.08","108","0.08","108","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abacoenergia","Abacoenergia","luce","027132ESVFL01XX00000001PUNh02525","Business LUCE","variabile","08/04/2025_00:00:00","31/12/2026_23:59:59","https://www.abacoenergia.it","0.0275","300","0.0275","300","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abacoenergia","Abacoenergia","luce","027132ESVFL00XX00000000PUNh11018","Business Special LUCE","variabile","15/04/2025_00:00:00","31/12/2026_23:59:59","https://www.abacoenergia.it","0.011","216","0.011","216","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abacoenergia","Abacoenergia","luce","027132ESVOL01XX0002PUNhPoseidone","POSEIDONE LUCE","variabile","15/04/2025_00:00:00","31/12/2026_23:59:59","https://www.abacoenergia.it","0.0275","300","0.0275","300","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abacoenergia","Abacoenergia","luce","027132ESVOL01XX0001PUNhPoSpecial","POSEIDONE LUCE SPECIAL","variabile","15/04/2025_00:00:00","31/12/2026_23:59:59","https://www.abacoenergia.it","0.0715","144","0.0715","144","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abacoenergia","Abacoenergia","luce","027132ESFML00XXSmartCASAe2401XVI","Smart CASA luce 2401XXVI","fisso","24/04/2026_00:00:00","15/07/2026_23:59:59","https://www.abacoenergia.it/offerta/","0.144","96","0.144","96","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abacoenergia","Abacoenergia","luce","027132ESFML00XXSmartBusin2401XVI","Smart microBusiness Luce 2401XXVI","fisso","24/04/2026_00:00:00","15/07/2026_23:59:59","https://www.abacoenergia.it/offerta/","0.144","120","0.144","120","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abypower","Abypower","gas","042641GSVML01XXTD000006ACG202606","ABY CASA GAS 202606","variabile","10/06/2026_00:00:00","09/07/2026_23:59:59","HTTPS://WWW.ABYPOWER.IT","0.09","96","0.09","96","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abypower","Abypower","gas","042641GSVML01XXAU000006ANG202606","ABY NETWORK GAS 202606","variabile","10/06/2026_00:00:00","09/07/2026_23:59:59","https://www.abypower.it","0.055","120","0.055","120","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abypower","Abypower","luce","042641ESVOL01XXTD000006ACL202606","ABY CASA LUCE 202606","variabile","10/06/2026_00:00:00","09/07/2026_23:59:59","HTTPS://WWW.ABYPOWER.IT","0","96","0","96","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abypower","Abypower","luce","042641ESFFL01XXTD000006ALB202606","ABY CASA RELAX LUCE BIO 202606","fisso","10/06/2026_17:15:00","09/07/2026_23:59:59","HTTPS://WWW.ABYPOWER.IT","0.131|0.118","120","","120","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abypower","Abypower","luce","042641ESFML01XXTD000006ALM202606","ABY CASA RELAX LUCE MONO 202606","fisso","10/06/2026_00:00:00","09/07/2026_23:59:59","HTTP://WWW.ABYPOWER.IT","0.128","120","0.128","120","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"abypower","Abypower","luce","042641ESVOL01XXAU000006ANE202606","ABY NETWORK ENERGIA 202606","variabile","10/06/2026_00:00:00","09/07/2026_23:59:59","HTTPS://WWW.ABYPOWER.IT","0.006","120","0.006","120","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"accendilucegas","Accendilucegas","gas","023912GSVML01XXY2606AGILEECOLGNM","Accendi Casa AGILE ECOLOGICA Gas 12 mesi","variabile","01/06/2026_00:00:00","30/06/2026_23:59:59","https://www.accendilucegas.it/offerta/agile-ecologica-gas/","","138","","138","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"accendilucegas","Accendilucegas","gas","023912DSVML01XXY2606AGILEECOLGND","Accendi Casa AGILE ECOLOGICA Luce e Gas 12 mesi","variabile","01/06/2026_00:00:00","30/06/2026_23:59:59","https://www.accendilucegas.it/offerta/agile-ecologica-luce-gas/","","138","","138","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"accendilucegas","Accendilucegas","gas","023912GSFML01XXY2606ECOLOGK24GNM","Accendi ECOLOGICA Gas 24 Mesi","fisso","01/06/2026_00:00:00","30/06/2026_23:59:59","https://www.accendilucegas.it/offerta/ecologica-gas-24-mesi/","0.645","144","0.645","144","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"accendilucegas","Accendilucegas","gas","023912DSFML01XXY2606ECOLOGK24GND","Accendi ECOLOGICA Luce e Gas 24 Mesi","fisso","01/06/2026_00:00:00","30/06/2026_23:59:59","https://www.accendilucegas.it/offerta/ecologica-luce-gas-24-mesi-monoraria/","0.645","144","0.645","144","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"accendilucegas","Accendilucegas","gas","023912GSFML01XXY2606ECOLPRO24GNM","Accendi ECOLOGICA Pro Gas 24 Mesi","fisso","01/06/2026_00:00:00","30/06/2026_23:59:59","https://www.accendilucegas.it/offerta/ecologica-pro-gas-24-mesi","0.58","108","0.58","108","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"accendilucegas","Accendilucegas","gas","023912DSFML01XXY2606ECOLPRO24GND","Accendi ECOLOGICA Pro Luce e Gas 24 Mesi","fisso","01/06/2026_00:00:00","30/06/2026_23:59:59","https://www.accendilucegas.it/offerta/ecologica-pro-luce-gas-24-mesi-mono","0.58","108","0.58","108","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"accendilucegas","Accendilucegas","gas","023912DSFML01XXY2606FIDUFIX24GND","Accendi Fiducia COOP Fix 24 Mesi","fisso","01/06/2026_00:00:00","30/06/2026_23:59:59","https://www.accendilucegas.it/offerta/coop-accendi-fiducia-fix-luce-gas-24-mesi-mono","0.58","144","0.58","144","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"accendilucegas","Accendilucegas","gas","023912GSFML01XXY2606FIDUFIX24GNM","Accendi Fiducia COOP Fix 24 Mesi","fisso","01/06/2026_00:00:00","30/06/2026_23:59:59","https://www.accendilucegas.it/offerta/coop-accendi-fiducia-fix-gas-24-mesi","0.58","144","0.58","144","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"accendilucegas","Accendilucegas","gas","023912DSVML01XXY2606FIDUVAR24GND","Accendi Fiducia COOP Flex 24 mesi","variabile","01/06/2026_00:00:00","30/06/2026_23:59:59","https://www.accendilucegas.it/offerta/coop-accendi-fiducia-flex-luce-gas/","","138","","138","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"accendilucegas","Accendilucegas","gas","023912GSVML01XXY2606FIDUVAR24GNM","Accendi Fiducia COOP Flex 24 mesi","variabile","01/06/2026_00:00:00","30/06/2026_23:59:59","https://www.accendilucegas.it/offerta/coop-accendi-fiducia-flex-gas/","","138","","138","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"accendilucegas","Accendilucegas","luce","023912ESVFL01XXY2606AGILEECOLELM","Accendi Casa AGILE ECOLOGICA Luce 12 mesi","variabile","01/06/2026_00:00:00","30/06/2026_23:59:59","https://www.accendilucegas.it/offerta/agile-ecologica-luce/","0.0297","138","0.0297","138","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"accendilucegas","Accendilucegas","luce","023912DSVFL01XXY2606AGILEECOLELD","Accendi Casa AGILE ECOLOGICA Luce e Gas 12 mesi","variabile","01/06/2026_00:00:00","30/06/2026_23:59:59","https://www.accendilucegas.it/offerta/agile-ecologica-luce-gas/","0.0297","138","0.0297","138","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"accendilucegas","Accendilucegas","luce","023912ESFFL01XXY2606ECOLOGK24BIM","Accendi ECOLOGICA Luce 24 Mesi","fisso","01/06/2026_00:00:00","30/06/2026_23:59:59","https://www.accendilucegas.it/offerta/ecologica-luce-24-mesi-bioraria/","0.1661|0.1606","144","","144","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"accendilucegas","Accendilucegas","luce","023912ESFML01XXY2606ECOLOGK24MOM","Accendi ECOLOGICA Luce 24 Mesi","fisso","01/06/2026_00:00:00","30/06/2026_23:59:59","https://www.accendilucegas.it/offerta/ecologica-luce-24-mesi-monoraria/","0.1639","144","0.1639","144","si","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
"accendilucegas","Accendilucegas","luce","023912DSFFL01XXY2606ECOLOGK24BID","Accendi ECOLOGICA Luce e Gas 24 Mesi","fisso","01/06/2026_00:00:00","30/06/2026_23:59:59","https://www.accendilucegas.it/offerta/ecologica-luce-gas-24-mesi-bioraria/","0.1661|0.1606","144","","144","da_verificare","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026"
